LINEARCID	LINEID	ARCID	ARCSEQUENCE	ORIENTATION	PLANVERSIONID	LINEVARIANT	REGISTERDATE
190091	2523	111179	15	0	40	3	2013-05-03 08:22:58-05
190092	2523	110883	16	0	40	3	2013-05-03 08:22:58-05
190093	2523	110480	17	0	40	3	2013-05-03 08:22:58-05
190094	2523	109345	18	0	40	3	2013-05-03 08:22:58-05
190095	2523	110876	19	0	40	3	2013-05-03 08:22:58-05
190096	2523	108984	20	0	40	3	2013-05-03 08:22:58-05
190097	2523	109962	21	0	40	3	2013-05-03 08:22:58-05
190098	2523	109246	22	0	40	3	2013-05-03 08:22:58-05
190099	2523	111244	23	0	40	3	2013-05-03 08:22:58-05
190100	2523	108986	24	0	40	3	2013-05-03 08:22:58-05
190101	2523	108999	25	0	40	3	2013-05-03 08:22:58-05
190102	2523	109742	26	0	40	3	2013-05-03 08:22:59-05
190103	2523	109625	27	0	40	3	2013-05-03 08:22:59-05
190104	2523	109746	28	0	40	3	2013-05-03 08:22:59-05
190105	2523	110133	29	0	40	3	2013-05-03 08:22:59-05
190106	2523	111636	30	0	40	3	2013-05-03 08:22:59-05
190107	2523	110945	31	0	40	3	2013-05-03 08:22:59-05
190108	2523	111295	32	0	40	3	2013-05-03 08:22:59-05
190109	2523	111637	33	0	40	3	2013-05-03 08:22:59-05
190110	2523	110539	34	0	40	3	2013-05-03 08:22:59-05
190111	2523	109418	35	0	40	3	2013-05-03 08:22:59-05
190112	2523	110946	36	0	40	3	2013-05-03 08:22:59-05
190113	2523	110540	37	0	40	3	2013-05-03 08:22:59-05
190114	2523	109413	38	0	40	3	2013-05-03 08:22:59-05
190115	2523	109899	39	0	40	3	2013-05-03 08:22:59-05
190116	2523	110806	40	0	40	3	2013-05-03 08:22:59-05
190117	2523	110146	41	0	40	3	2013-05-03 08:22:59-05
190118	2523	110808	42	0	40	3	2013-05-03 08:22:59-05
190119	2523	111171	43	0	40	3	2013-05-03 08:22:59-05
190120	2523	109774	44	0	40	3	2013-05-03 08:22:59-05
190121	2523	110520	45	0	40	3	2013-05-03 08:22:59-05
190122	2523	110917	46	0	40	3	2013-05-03 08:22:59-05
190123	2523	111598	47	0	40	3	2013-05-03 08:22:59-05
190124	2523	109775	48	0	40	3	2013-05-03 08:22:59-05
190125	2523	110504	0	1	40	10	2013-05-03 08:22:59-05
190126	2523	110020	1	1	40	10	2013-05-03 08:22:59-05
190127	2523	108912	2	1	40	10	2013-05-03 08:22:59-05
190128	2523	109749	3	1	40	10	2013-05-03 08:22:59-05
190129	2523	110476	4	1	40	10	2013-05-03 08:22:59-05
190130	2523	110111	5	1	40	10	2013-05-03 08:22:59-05
190131	2523	109235	6	1	40	10	2013-05-03 08:22:59-05
190132	2523	109987	7	1	40	10	2013-05-03 08:22:59-05
190133	2523	109583	8	1	40	10	2013-05-03 08:22:59-05
190134	2523	111095	9	1	40	10	2013-05-03 08:22:59-05
190135	2523	109963	10	1	40	10	2013-05-03 08:22:59-05
190136	2523	110694	11	1	40	10	2013-05-03 08:22:59-05
190137	2523	108832	12	1	40	10	2013-05-03 08:22:59-05
190138	2523	108925	13	1	40	10	2013-05-03 08:22:59-05
190139	2523	111239	14	1	40	10	2013-05-03 08:22:59-05
190140	2523	111476	15	1	40	10	2013-05-03 08:22:59-05
190141	2523	109916	16	1	40	10	2013-05-03 08:22:59-05
190142	2523	109543	17	1	40	10	2013-05-03 08:22:59-05
190143	2523	110034	18	1	40	10	2013-05-03 08:22:59-05
190144	2523	109284	19	1	40	10	2013-05-03 08:22:59-05
190145	2523	109268	20	1	40	10	2013-05-03 08:22:59-05
190146	2523	109664	21	1	40	10	2013-05-03 08:22:59-05
190147	2523	110380	22	1	40	10	2013-05-03 08:22:59-05
190148	2523	110296	23	1	40	10	2013-05-03 08:22:59-05
190149	2523	109539	24	1	40	10	2013-05-03 08:22:59-05
190150	2523	111156	25	1	40	10	2013-05-03 08:22:59-05
190151	2523	109913	26	1	40	10	2013-05-03 08:22:59-05
190152	2523	109269	27	1	40	10	2013-05-03 08:22:59-05
190153	2523	110814	28	1	40	10	2013-05-03 08:22:59-05
190154	2523	111181	29	1	40	10	2013-05-03 08:22:59-05
190155	2523	110368	30	1	40	10	2013-05-03 08:22:59-05
190156	2523	111052	31	1	40	10	2013-05-03 08:22:59-05
190157	2702	111619	0	1	40	2	2013-05-03 08:22:59-05
190158	2702	110167	1	1	40	2	2013-05-03 08:22:59-05
190159	2702	110929	2	1	40	2	2013-05-03 08:22:59-05
190160	2702	109481	3	1	40	2	2013-05-03 08:22:59-05
190161	2702	109862	4	1	40	2	2013-05-03 08:22:59-05
190162	2702	109147	5	1	40	2	2013-05-03 08:22:59-05
190163	2702	109091	6	1	40	2	2013-05-03 08:22:59-05
190164	2702	109475	7	1	40	2	2013-05-03 08:22:59-05
190165	2702	110983	8	1	40	2	2013-05-03 08:22:59-05
190166	2702	110984	9	1	40	2	2013-05-03 08:22:59-05
190167	2702	109851	10	1	40	2	2013-05-03 08:22:59-05
190168	2702	109093	11	1	40	2	2013-05-03 08:22:59-05
190169	2702	110594	12	1	40	2	2013-05-03 08:22:59-05
190170	2702	109094	13	1	40	2	2013-05-03 08:22:59-05
190171	2702	110597	14	1	40	2	2013-05-03 08:22:59-05
190172	2702	111382	15	1	40	2	2013-05-03 08:22:59-05
190173	2702	109173	16	1	40	2	2013-05-03 08:22:59-05
190174	2702	109174	17	1	40	2	2013-05-03 08:22:59-05
190175	2702	109292	18	1	40	2	2013-05-03 08:22:59-05
190176	2702	111508	19	1	40	2	2013-05-03 08:22:59-05
190177	2702	110816	20	1	40	2	2013-05-03 08:22:59-05
190178	2702	111194	21	1	40	2	2013-05-03 08:22:59-05
190179	2702	110983	0	1	40	13	2013-05-03 08:22:59-05
190180	2702	110984	1	1	40	13	2013-05-03 08:22:59-05
190181	2702	109851	2	1	40	13	2013-05-03 08:22:59-05
190182	2702	109093	3	1	40	13	2013-05-03 08:22:59-05
190183	2702	110594	4	1	40	13	2013-05-03 08:22:59-05
190184	2702	109094	5	1	40	13	2013-05-03 08:22:59-05
190185	2702	110597	6	1	40	13	2013-05-03 08:22:59-05
190186	2702	111382	7	1	40	13	2013-05-03 08:22:59-05
190187	2702	109173	8	1	40	13	2013-05-03 08:22:59-05
190188	2702	109174	9	1	40	13	2013-05-03 08:22:59-05
190189	2702	109292	10	1	40	13	2013-05-03 08:22:59-05
190190	2702	111508	11	1	40	13	2013-05-03 08:22:59-05
190191	2702	110816	12	1	40	13	2013-05-03 08:22:59-05
190192	2702	111194	13	1	40	13	2013-05-03 08:22:59-05
190193	2702	111232	0	0	40	3	2013-05-03 08:22:59-05
190194	2702	110462	1	0	40	3	2013-05-03 08:22:59-05
190195	2702	109342	2	0	40	3	2013-05-03 08:22:59-05
190196	2702	111383	3	0	40	3	2013-05-03 08:22:59-05
190197	2702	110204	4	0	40	3	2013-05-03 08:22:59-05
190198	2702	108819	5	0	40	3	2013-05-03 08:22:59-05
190199	2702	110596	6	0	40	3	2013-05-03 08:22:59-05
190200	2702	111281	7	0	40	3	2013-05-03 08:22:59-05
190201	2702	110986	8	0	40	3	2013-05-03 08:22:59-05
190202	2702	109852	9	0	40	3	2013-05-03 08:22:59-05
190203	2702	110985	10	0	40	3	2013-05-03 08:22:59-05
190204	2702	109850	11	0	40	3	2013-05-03 08:22:59-05
190205	2702	111338	12	0	40	3	2013-05-03 08:22:59-05
190206	2702	109849	13	0	40	3	2013-05-03 08:22:59-05
190207	2702	109848	14	0	40	3	2013-05-03 08:22:59-05
190208	2702	110592	15	0	40	3	2013-05-03 08:22:59-05
190209	2702	111363	16	0	40	3	2013-05-03 08:22:59-05
190210	2702	109134	17	0	40	3	2013-05-03 08:22:59-05
190211	2702	109118	18	0	40	3	2013-05-03 08:22:59-05
190212	2702	110418	19	0	40	3	2013-05-03 08:22:59-05
190213	2702	110420	20	0	40	3	2013-05-03 08:22:59-05
190214	2703	111017	0	0	40	2	2013-05-03 08:22:59-05
190215	2703	108778	1	0	40	2	2013-05-03 08:22:59-05
190216	2703	110533	2	0	40	2	2013-05-03 08:22:59-05
190217	2703	110180	3	0	40	2	2013-05-03 08:22:59-05
190218	2703	109405	4	0	40	2	2013-05-03 08:22:59-05
190219	2703	109037	5	0	40	2	2013-05-03 08:22:59-05
190220	2703	109038	6	0	40	2	2013-05-03 08:22:59-05
190221	2703	111353	7	0	40	2	2013-05-03 08:22:59-05
190222	2703	109130	8	0	40	2	2013-05-03 08:22:59-05
190223	2703	111047	9	0	40	2	2013-05-03 08:22:59-05
190224	2703	110960	10	0	40	2	2013-05-03 08:22:59-05
190225	2703	109549	11	0	40	2	2013-05-03 08:22:59-05
190226	2703	109438	12	0	40	2	2013-05-03 08:22:59-05
190227	2703	111645	13	0	40	2	2013-05-03 08:22:59-05
190228	2703	109437	14	0	40	2	2013-05-03 08:22:59-05
190229	2703	109179	15	0	40	2	2013-05-03 08:22:59-05
190230	2703	109287	16	0	40	2	2013-05-03 08:22:59-05
190231	2703	110684	0	1	40	3	2013-05-03 08:22:59-05
190232	2703	111387	1	1	40	3	2013-05-03 08:22:59-05
190233	2703	109439	2	1	40	3	2013-05-03 08:22:59-05
190234	2703	110552	3	1	40	3	2013-05-03 08:22:59-05
190235	2703	110207	4	1	40	3	2013-05-03 08:22:59-05
190236	2703	110288	5	1	40	3	2013-05-03 08:22:59-05
190237	2703	110530	6	1	40	3	2013-05-03 08:22:59-05
190238	2703	109076	7	1	40	3	2013-05-03 08:22:59-05
190239	2703	110935	8	1	40	3	2013-05-03 08:22:59-05
190240	2703	110178	9	1	40	3	2013-05-03 08:22:59-05
190241	2703	110179	10	1	40	3	2013-05-03 08:22:59-05
190242	2703	109035	11	1	40	3	2013-05-03 08:22:59-05
190243	2703	111624	12	1	40	3	2013-05-03 08:22:59-05
190244	2703	109036	13	1	40	3	2013-05-03 08:22:59-05
190245	2703	108779	14	1	40	3	2013-05-03 08:22:59-05
190246	2703	109514	15	1	40	3	2013-05-03 08:22:59-05
190247	2703	111394	16	1	40	3	2013-05-03 08:22:59-05
190248	2741	111413	0	1	40	7	2013-05-03 08:22:59-05
190249	2741	109042	1	1	40	7	2013-05-03 08:22:59-05
190250	2741	109776	2	1	40	7	2013-05-03 08:22:59-05
190251	2741	110274	3	1	40	7	2013-05-03 08:22:59-05
190252	2741	108801	4	1	40	7	2013-05-03 08:22:59-05
190253	2741	111367	5	1	40	7	2013-05-03 08:22:59-05
190254	2741	109525	6	1	40	7	2013-05-03 08:22:59-05
190255	2741	111032	7	1	40	7	2013-05-03 08:22:59-05
190256	2741	111368	8	1	40	7	2013-05-03 08:22:59-05
190257	2741	111033	9	1	40	7	2013-05-03 08:22:59-05
190258	2741	108982	10	1	40	7	2013-05-03 08:22:59-05
190259	2741	108851	11	1	40	7	2013-05-03 08:22:59-05
190260	2741	110218	0	1	40	1	2013-05-03 08:22:59-05
190261	2741	108742	1	1	40	1	2013-05-03 08:22:59-05
190262	2741	110219	2	1	40	1	2013-05-03 08:22:59-05
190263	2741	110576	3	1	40	1	2013-05-03 08:22:59-05
190264	2741	108743	4	1	40	1	2013-05-03 08:22:59-05
190265	2741	110221	5	1	40	1	2013-05-03 08:22:59-05
190266	2741	110577	6	1	40	1	2013-05-03 08:22:59-05
190267	2741	109458	7	1	40	1	2013-05-03 08:22:59-05
190268	2741	109459	8	1	40	1	2013-05-03 08:22:59-05
190269	2741	111324	9	1	40	1	2013-05-03 08:22:59-05
190270	2741	110588	10	1	40	1	2013-05-03 08:22:59-05
190271	2741	108747	11	1	40	1	2013-05-03 08:22:59-05
190272	2741	109917	12	1	40	1	2013-05-03 08:22:59-05
190273	2741	111046	13	1	40	1	2013-05-03 08:22:59-05
190274	2741	111381	14	1	40	1	2013-05-03 08:22:59-05
190275	2741	110589	15	1	40	1	2013-05-03 08:22:59-05
190276	2741	109470	16	1	40	1	2013-05-03 08:22:59-05
190277	2741	109472	17	1	40	1	2013-05-03 08:22:59-05
190278	2741	110575	18	1	40	1	2013-05-03 08:22:59-05
190279	2741	111333	19	1	40	1	2013-05-03 08:22:59-05
190280	2741	109045	20	1	40	1	2013-05-03 08:22:59-05
190281	2741	110662	21	1	40	1	2013-05-03 08:22:59-05
190282	2741	111089	22	1	40	1	2013-05-03 08:22:59-05
190283	2741	111413	23	1	40	1	2013-05-03 08:22:59-05
190284	2741	109042	24	1	40	1	2013-05-03 08:22:59-05
190285	2741	109776	25	1	40	1	2013-05-03 08:22:59-05
190286	2741	110274	26	1	40	1	2013-05-03 08:22:59-05
190287	2741	108801	27	1	40	1	2013-05-03 08:22:59-05
190288	2741	111367	28	1	40	1	2013-05-03 08:22:59-05
190289	2741	109525	29	1	40	1	2013-05-03 08:22:59-05
190290	2741	111032	30	1	40	1	2013-05-03 08:22:59-05
190291	2741	111368	31	1	40	1	2013-05-03 08:22:59-05
190292	2741	111033	32	1	40	1	2013-05-03 08:22:59-05
190293	2741	108982	33	1	40	1	2013-05-03 08:22:59-05
190294	2741	108851	34	1	40	1	2013-05-03 08:22:59-05
190295	2742	111413	0	0	40	2	2013-05-03 08:22:59-05
190296	2742	109042	1	0	40	2	2013-05-03 08:22:59-05
190297	2742	109776	2	0	40	2	2013-05-03 08:22:59-05
190298	2742	109155	3	0	40	2	2013-05-03 08:22:59-05
190299	2742	109795	4	0	40	2	2013-05-03 08:22:59-05
190300	2742	109844	5	0	40	2	2013-05-03 08:22:59-05
190301	2742	108741	6	0	40	2	2013-05-03 08:22:59-05
190302	2742	109471	7	0	40	2	2013-05-03 08:22:59-05
190303	2742	109843	8	0	40	2	2013-05-03 08:22:59-05
190304	2742	111331	9	0	40	2	2013-05-03 08:22:59-05
190305	2742	109546	10	0	40	2	2013-05-03 08:22:59-05
190306	2742	108818	11	0	40	2	2013-05-03 08:22:59-05
190307	2742	109545	12	0	40	2	2013-05-03 08:22:59-05
190308	2742	110530	13	0	40	2	2013-05-03 08:22:59-05
190309	2742	109076	14	0	40	2	2013-05-03 08:22:59-05
190310	2742	110578	15	0	40	2	2013-05-03 08:22:59-05
190311	2742	109075	16	0	40	2	2013-05-03 08:22:59-05
190312	2742	109457	17	0	40	2	2013-05-03 08:22:59-05
190313	2742	109859	18	0	40	2	2013-05-03 08:22:59-05
190314	2742	109830	19	0	40	2	2013-05-03 08:22:59-05
190315	2742	110220	20	0	40	2	2013-05-03 08:22:59-05
190316	2742	109407	21	0	40	2	2013-05-03 08:22:59-05
190317	2742	109310	22	0	40	2	2013-05-03 08:22:59-05
190318	2742	111521	23	0	40	2	2013-05-03 08:22:59-05
190319	2742	109725	0	0	40	3	2013-05-03 08:22:59-05
190320	2742	111593	1	0	40	3	2013-05-03 08:22:59-05
190321	2742	111291	2	0	40	3	2013-05-03 08:22:59-05
190322	2742	111625	3	0	40	3	2013-05-03 08:22:59-05
190323	2742	110663	4	0	40	3	2013-05-03 08:22:59-05
190324	2742	109524	5	0	40	3	2013-05-03 08:22:59-05
190325	2742	111366	6	0	40	3	2013-05-03 08:22:59-05
190326	2742	110273	7	0	40	3	2013-05-03 08:22:59-05
190327	2742	109156	8	0	40	3	2013-05-03 08:22:59-05
190328	2742	109795	9	0	40	3	2013-05-03 08:22:59-05
190329	2742	111031	10	0	40	3	2013-05-03 08:22:59-05
190330	2742	111089	11	0	40	3	2013-05-03 08:22:59-05
190331	2742	111413	12	0	40	3	2013-05-03 08:22:59-05
190332	2742	109042	13	0	40	3	2013-05-03 08:22:59-05
190333	2742	109776	14	0	40	3	2013-05-03 08:22:59-05
190334	2742	109155	15	0	40	3	2013-05-03 08:22:59-05
190335	2742	109795	16	0	40	3	2013-05-03 08:22:59-05
190336	2742	109844	17	0	40	3	2013-05-03 08:22:59-05
190337	2742	108741	18	0	40	3	2013-05-03 08:22:59-05
190338	2742	109471	19	0	40	3	2013-05-03 08:22:59-05
190339	2742	109843	20	0	40	3	2013-05-03 08:22:59-05
190340	2742	111331	21	0	40	3	2013-05-03 08:22:59-05
190341	2742	109546	22	0	40	3	2013-05-03 08:22:59-05
190342	2742	108818	23	0	40	3	2013-05-03 08:22:59-05
190343	2742	109545	24	0	40	3	2013-05-03 08:22:59-05
190344	2742	110530	25	0	40	3	2013-05-03 08:22:59-05
190345	2742	109076	26	0	40	3	2013-05-03 08:22:59-05
190346	2742	110578	27	0	40	3	2013-05-03 08:22:59-05
190347	2742	109075	28	0	40	3	2013-05-03 08:22:59-05
190348	2742	109457	29	0	40	3	2013-05-03 08:22:59-05
190349	2742	109859	30	0	40	3	2013-05-03 08:22:59-05
190350	2742	109830	31	0	40	3	2013-05-03 08:22:59-05
190351	2742	110220	32	0	40	3	2013-05-03 08:22:59-05
190352	2742	109407	33	0	40	3	2013-05-03 08:22:59-05
190353	2742	109310	34	0	40	3	2013-05-03 08:22:59-05
190354	2742	111521	35	0	40	3	2013-05-03 08:22:59-05
190355	3121	109143	0	1	40	2	2013-05-03 08:22:59-05
190356	3121	111029	1	1	40	2	2013-05-03 08:22:59-05
190357	3121	111362	2	1	40	2	2013-05-03 08:22:59-05
190358	3121	110269	3	1	40	2	2013-05-03 08:22:59-05
190359	3121	108798	4	1	40	2	2013-05-03 08:22:59-05
190360	3121	108799	5	1	40	2	2013-05-03 08:22:59-05
190361	3121	109144	6	1	40	2	2013-05-03 08:22:59-05
190362	3121	109522	7	1	40	2	2013-05-03 08:22:59-05
190363	3121	109521	8	1	40	2	2013-05-03 08:22:59-05
190364	3121	110266	9	1	40	2	2013-05-03 08:22:59-05
190365	3121	109143	0	1	40	13	2013-05-03 08:22:59-05
190366	3121	111029	1	1	40	13	2013-05-03 08:22:59-05
190367	3121	111362	2	1	40	13	2013-05-03 08:22:59-05
190368	3121	110269	3	1	40	13	2013-05-03 08:22:59-05
190369	3121	108798	4	1	40	13	2013-05-03 08:22:59-05
190370	3121	108799	5	1	40	13	2013-05-03 08:22:59-05
190371	3121	109144	6	1	40	13	2013-05-03 08:22:59-05
190372	3121	109522	7	1	40	13	2013-05-03 08:22:59-05
190373	3121	109521	8	1	40	13	2013-05-03 08:22:59-05
190374	3121	110266	0	1	40	15	2013-05-03 08:22:59-05
190375	3121	108796	1	1	40	15	2013-05-03 08:22:59-05
190376	3121	108797	2	1	40	15	2013-05-03 08:22:59-05
190377	3121	109143	3	1	40	15	2013-05-03 08:22:59-05
190378	3121	111029	4	1	40	15	2013-05-03 08:22:59-05
190379	3121	111362	5	1	40	15	2013-05-03 08:22:59-05
190380	3121	110269	6	1	40	15	2013-05-03 08:22:59-05
190381	3121	108798	7	1	40	15	2013-05-03 08:22:59-05
190382	3121	108799	8	1	40	15	2013-05-03 08:22:59-05
190383	3121	109144	9	1	40	15	2013-05-03 08:22:59-05
190384	3121	109522	10	1	40	15	2013-05-03 08:22:59-05
190385	3121	109521	11	1	40	15	2013-05-03 08:22:59-05
190386	3121	110266	12	1	40	15	2013-05-03 08:22:59-05
190387	3121	108796	0	1	40	3	2013-05-03 08:22:59-05
190388	3121	108797	1	1	40	3	2013-05-03 08:22:59-05
190389	3121	109143	2	1	40	3	2013-05-03 08:22:59-05
190390	3121	111029	3	1	40	3	2013-05-03 08:22:59-05
190391	3121	111362	4	1	40	3	2013-05-03 08:22:59-05
190392	3121	110269	5	1	40	3	2013-05-03 08:22:59-05
190393	3121	108798	6	1	40	3	2013-05-03 08:22:59-05
190394	3121	108799	7	1	40	3	2013-05-03 08:22:59-05
190395	3121	109144	8	1	40	3	2013-05-03 08:22:59-05
190396	3121	109522	9	1	40	3	2013-05-03 08:22:59-05
190397	3121	109521	10	1	40	3	2013-05-03 08:22:59-05
190398	3121	110266	11	1	40	3	2013-05-03 08:22:59-05
190399	3121	110266	0	1	40	14	2013-05-03 08:22:59-05
190400	3121	108796	1	1	40	14	2013-05-03 08:22:59-05
190401	3121	108797	2	1	40	14	2013-05-03 08:22:59-05
190402	3121	109143	3	1	40	14	2013-05-03 08:22:59-05
190403	3121	111029	4	1	40	14	2013-05-03 08:22:59-05
190404	3121	111362	5	1	40	14	2013-05-03 08:22:59-05
190405	3121	110269	6	1	40	14	2013-05-03 08:22:59-05
190406	3121	108798	7	1	40	14	2013-05-03 08:22:59-05
190407	3121	108799	8	1	40	14	2013-05-03 08:22:59-05
190408	3121	109144	9	1	40	14	2013-05-03 08:22:59-05
190409	3121	109522	10	1	40	14	2013-05-03 08:22:59-05
190410	3121	109521	11	1	40	14	2013-05-03 08:22:59-05
190411	3121	110266	0	1	40	6	2013-05-03 08:22:59-05
190412	3122	111603	0	0	40	2	2013-05-03 08:22:59-05
190413	3122	110147	1	0	40	2	2013-05-03 08:22:59-05
190414	3122	111100	2	0	40	2	2013-05-03 08:22:59-05
190415	3122	110759	3	0	40	2	2013-05-03 08:22:59-05
190416	3122	109606	4	0	40	2	2013-05-03 08:22:59-05
190417	3122	109233	5	0	40	2	2013-05-03 08:22:59-05
190418	3122	111118	6	0	40	2	2013-05-03 08:22:59-05
190419	3122	110349	7	0	40	2	2013-05-03 08:22:59-05
190420	3122	108891	8	0	40	2	2013-05-03 08:22:59-05
190421	3122	110760	9	0	40	2	2013-05-03 08:22:59-05
190422	3122	110268	10	0	40	2	2013-05-03 08:22:59-05
190423	3122	109522	11	0	40	2	2013-05-03 08:22:59-05
190424	3122	109521	12	0	40	2	2013-05-03 08:22:59-05
190425	3122	110266	13	0	40	2	2013-05-03 08:22:59-05
190426	3122	108796	0	1	40	3	2013-05-03 08:22:59-05
190427	3122	110757	1	1	40	3	2013-05-03 08:22:59-05
190428	3122	111446	2	1	40	3	2013-05-03 08:22:59-05
190429	3122	109232	3	1	40	3	2013-05-03 08:22:59-05
190430	3122	109603	4	1	40	3	2013-05-03 08:22:59-05
190431	3122	109604	5	1	40	3	2013-05-03 08:22:59-05
190432	3122	109605	6	1	40	3	2013-05-03 08:22:59-05
190433	3122	110758	7	1	40	3	2013-05-03 08:22:59-05
190434	3122	108890	8	1	40	3	2013-05-03 08:22:59-05
190435	3122	109012	9	1	40	3	2013-05-03 08:22:59-05
190436	3122	109764	10	1	40	3	2013-05-03 08:22:59-05
190437	3122	111602	11	1	40	3	2013-05-03 08:22:59-05
190438	3122	111603	0	0	40	9	2013-05-03 08:22:59-05
190439	3122	110147	1	0	40	9	2013-05-03 08:22:59-05
190440	3122	111100	2	0	40	9	2013-05-03 08:22:59-05
190441	3122	110759	3	0	40	9	2013-05-03 08:22:59-05
190442	3122	109606	4	0	40	9	2013-05-03 08:22:59-05
190443	3122	109233	5	0	40	9	2013-05-03 08:22:59-05
190444	3122	111118	6	0	40	9	2013-05-03 08:22:59-05
190445	3122	110349	7	0	40	9	2013-05-03 08:22:59-05
190446	3122	108891	8	0	40	9	2013-05-03 08:22:59-05
190447	3122	110760	9	0	40	9	2013-05-03 08:22:59-05
190448	3122	110268	10	0	40	9	2013-05-03 08:22:59-05
190449	3122	109522	11	0	40	9	2013-05-03 08:22:59-05
190450	3122	109521	12	0	40	9	2013-05-03 08:22:59-05
190451	3122	110266	0	1	40	10	2013-05-03 08:22:59-05
190452	3122	108796	1	1	40	10	2013-05-03 08:22:59-05
190453	3122	110757	2	1	40	10	2013-05-03 08:22:59-05
190454	3122	111446	3	1	40	10	2013-05-03 08:22:59-05
190455	3122	109232	4	1	40	10	2013-05-03 08:22:59-05
190456	3122	109603	5	1	40	10	2013-05-03 08:22:59-05
190457	3122	109604	6	1	40	10	2013-05-03 08:22:59-05
190458	3122	109605	7	1	40	10	2013-05-03 08:22:59-05
190459	3122	110758	8	1	40	10	2013-05-03 08:22:59-05
190460	3122	108890	9	1	40	10	2013-05-03 08:22:59-05
190461	3122	109012	10	1	40	10	2013-05-03 08:22:59-05
190462	3122	109764	11	1	40	10	2013-05-03 08:22:59-05
190463	3122	111602	12	1	40	10	2013-05-03 08:22:59-05
190464	3131	111358	0	1	40	2	2013-05-03 08:22:59-05
190465	3131	111025	1	1	40	2	2013-05-03 08:22:59-05
190466	3131	108793	2	1	40	2	2013-05-03 08:22:59-05
190467	3131	109141	3	1	40	2	2013-05-03 08:22:59-05
190468	3131	111418	4	1	40	2	2013-05-03 08:22:59-05
190469	3131	111041	5	1	40	2	2013-05-03 08:22:59-05
190470	3131	111373	6	1	40	2	2013-05-03 08:22:59-05
190471	3131	111372	7	1	40	2	2013-05-03 08:22:59-05
190472	3131	109158	8	1	40	2	2013-05-03 08:22:59-05
190473	3131	111042	9	1	40	2	2013-05-03 08:22:59-05
190474	3131	111419	10	1	40	2	2013-05-03 08:22:59-05
190475	3131	110064	11	1	40	2	2013-05-03 08:22:59-05
190476	3131	110648	0	1	40	11	2013-05-03 08:22:59-05
190477	3131	109317	1	1	40	11	2013-05-03 08:22:59-05
190478	3131	109157	2	1	40	11	2013-05-03 08:22:59-05
190479	3131	109159	3	1	40	11	2013-05-03 08:22:59-05
190480	3131	109906	4	1	40	11	2013-05-03 08:22:59-05
190481	3131	111138	5	1	40	11	2013-05-03 08:22:59-05
190482	3131	111139	6	1	40	11	2013-05-03 08:22:59-05
190483	3131	109519	7	1	40	11	2013-05-03 08:22:59-05
190484	3131	109896	8	1	40	11	2013-05-03 08:22:59-05
190485	3131	108791	9	1	40	11	2013-05-03 08:22:59-05
190486	3131	111358	10	1	40	11	2013-05-03 08:22:59-05
190487	3131	111025	11	1	40	11	2013-05-03 08:22:59-05
190488	3131	108793	12	1	40	11	2013-05-03 08:22:59-05
190489	3131	109141	13	1	40	11	2013-05-03 08:22:59-05
190490	3131	111418	14	1	40	11	2013-05-03 08:22:59-05
190491	3131	111041	15	1	40	11	2013-05-03 08:22:59-05
190492	3131	111373	16	1	40	11	2013-05-03 08:22:59-05
190493	3131	111372	17	1	40	11	2013-05-03 08:22:59-05
190494	3131	109158	18	1	40	11	2013-05-03 08:22:59-05
190495	3131	111042	19	1	40	11	2013-05-03 08:22:59-05
190496	3131	111419	20	1	40	11	2013-05-03 08:22:59-05
190497	3131	110070	21	1	40	11	2013-05-03 08:22:59-05
190498	3131	109893	0	1	40	3	2013-05-03 08:22:59-05
190499	3131	109317	1	1	40	3	2013-05-03 08:22:59-05
190500	3131	109157	2	1	40	3	2013-05-03 08:22:59-05
190501	3131	109159	3	1	40	3	2013-05-03 08:22:59-05
190502	3131	109906	4	1	40	3	2013-05-03 08:22:59-05
190503	3131	111138	5	1	40	3	2013-05-03 08:22:59-05
190504	3131	111139	6	1	40	3	2013-05-03 08:22:59-05
190505	3131	109519	7	1	40	3	2013-05-03 08:22:59-05
190506	3131	109896	8	1	40	3	2013-05-03 08:22:59-05
190507	3131	108791	9	1	40	3	2013-05-03 08:22:59-05
190508	3131	111358	10	1	40	3	2013-05-03 08:22:59-05
190509	3131	111025	11	1	40	3	2013-05-03 08:22:59-05
190510	3131	108793	12	1	40	3	2013-05-03 08:22:59-05
190511	3131	109141	13	1	40	3	2013-05-03 08:22:59-05
190512	3131	111418	14	1	40	3	2013-05-03 08:22:59-05
190513	3131	111041	15	1	40	3	2013-05-03 08:22:59-05
190514	3131	111373	16	1	40	3	2013-05-03 08:22:59-05
190515	3131	111372	17	1	40	3	2013-05-03 08:22:59-05
190516	3131	109158	18	1	40	3	2013-05-03 08:22:59-05
190517	3131	111042	19	1	40	3	2013-05-03 08:22:59-05
190518	3131	111419	20	1	40	3	2013-05-03 08:22:59-05
190519	3131	110064	21	1	40	3	2013-05-03 08:22:59-05
190520	3131	108793	0	1	40	10	2013-05-03 08:22:59-05
190521	3131	109141	1	1	40	10	2013-05-03 08:22:59-05
190522	3131	111418	2	1	40	10	2013-05-03 08:22:59-05
190523	3131	111041	3	1	40	10	2013-05-03 08:22:59-05
190524	3131	111373	4	1	40	10	2013-05-03 08:22:59-05
190525	3131	111372	5	1	40	10	2013-05-03 08:22:59-05
