DATAPLANID	LINESHORTNAME	LINEID	ORIENTATION	TOTALSTOPS	TRIPLENGTH	TASKID	TRIPID	TRIPSTARTTIME	SCHEDULETYPEID	TRIPTYPEID	PLANVERSIONID	TRANSPORTCONTRATIST	REGISTERDATE	TRIPENDTIME	TRIPTRANSITTIME
3524929	A04	304	1	13	4386	278	104	46185	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	47040	855
3524930	A04	304	0	13	3504	278	341	46215	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	46970	755
3524931	A04	304	1	13	4386	278	107	47010	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	47865	855
3524932	A04	304	0	13	3504	278	344	47070	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	47805	735
3524933	A04	304	0	13	3504	278	347	47895	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	48630	735
3524934	A04	304	1	13	4386	278	110	48075	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	48930	855
3524935	A04	304	1	13	4386	278	113	48720	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	49575	855
3524936	A04	304	0	13	3504	278	350	48960	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	49695	735
3524937	A04	304	0	13	3504	278	353	49605	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	50340	735
3524938	A04	304	1	13	4386	278	117	49965	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	50820	855
3524939	A04	304	1	13	4386	278	119	50430	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	51285	855
3524940	A04	304	0	13	3504	278	357	50850	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	51585	735
3524941	A04	304	0	13	3504	278	359	51315	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	52050	735
3524942	A04	304	1	13	4386	278	124	51855	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	52740	885
3524943	A04	304	1	13	4386	278	125	52140	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	52995	855
3524944	A04	304	0	13	3504	278	364	52770	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	53525	755
3524945	A04	304	0	13	3504	278	365	53025	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	53760	735
3524946	A04	304	1	13	4386	278	131	53745	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	54630	885
3524947	A04	304	1	13	4386	278	132	53850	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	54705	855
3524948	A04	304	0	13	3504	278	371	54660	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	55415	755
3524949	A04	304	0	13	3504	278	372	54735	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	55470	735
3524950	A04	304	1	13	4386	278	138	55560	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	56415	855
3524951	A04	304	1	13	4386	278	139	55635	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	56520	885
3524952	A04	304	0	13	3504	278	378	56445	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	57180	735
3524953	A04	304	0	13	3504	278	379	56550	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	57305	755
3524954	A04	304	1	13	4386	278	145	57270	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	58125	855
3524955	A04	304	1	13	4386	278	146	57525	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	58410	885
3524956	A04	304	0	13	3504	278	386	58155	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	58890	735
3524957	A04	304	0	13	3504	278	387	58440	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	59195	755
3524958	A04	304	1	13	4386	278	153	58980	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	59865	885
3524959	A04	304	1	13	4386	278	154	59265	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	60150	885
3524960	A04	304	0	13	3504	278	394	59895	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	60650	755
3524961	A04	304	0	13	3504	278	395	60180	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	60935	755
3524962	A04	304	1	13	4386	278	161	60690	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	61575	885
3524963	A04	304	1	13	4386	278	162	61005	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	61890	885
3524964	A04	304	0	13	3504	278	402	61605	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	62360	755
3524965	A04	304	0	13	3504	278	403	61920	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	62675	755
3524966	A04	304	1	13	4386	278	169	62400	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	63285	885
3524967	A04	304	1	13	4386	278	170	62745	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	63630	885
3524968	A04	304	0	13	3504	278	410	63315	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	64070	755
3524969	A04	304	0	13	3504	278	411	63660	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	64415	755
3524970	A04	304	1	13	4386	278	177	64110	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	64995	885
3524971	A04	304	1	13	4386	278	178	64485	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	65370	885
3524972	A04	304	0	13	3504	278	418	65025	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	65780	755
3524973	A04	304	0	13	3504	278	419	65400	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	66155	755
3524974	A04	304	1	13	4386	278	183	65820	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	66705	885
3524975	A04	304	1	13	4386	278	184	66375	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	67230	855
3524976	A04	304	0	13	3504	278	424	66735	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	67490	755
3524977	A04	304	0	13	3504	278	425	67260	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	67995	735
3524978	A04	304	1	13	4386	278	188	67530	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	68415	885
3524979	A04	304	1	13	4386	278	191	68265	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	69120	855
3524980	A04	304	0	13	3504	278	429	68445	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	69200	755
3524981	A04	304	0	13	3504	278	432	69150	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	69885	735
3524982	A04	304	1	13	4386	278	196	70215	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	71070	855
3524983	A04	304	0	13	3504	278	437	71100	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	71835	735
3524984	A04	304	1	13	4386	278	201	72165	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	73020	855
3524985	A04	304	0	13	3504	278	442	73050	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	73785	735
3524986	A04	304	1	13	4386	278	205	73935	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	74790	855
3524987	A04	304	0	13	3504	278	446	74820	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	75555	735
3524988	A04	304	1	13	4386	278	209	75615	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	76470	855
3524989	A04	304	0	13	3504	278	450	76500	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	77235	735
3524990	A04	304	1	13	4386	278	213	77295	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	78150	855
3524991	A04	304	0	13	3504	278	454	78180	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	78915	735
3524992	A04	304	1	13	4386	278	217	78975	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	79830	855
3524993	A04	304	0	13	3504	278	458	79860	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	80595	735
3524994	A04	304	1	13	4386	278	221	80655	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	81510	855
3524995	A04	304	0	13	3504	278	462	81540	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	82275	735
3524996	A04	304	1	13	4386	278	225	82335	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	83190	855
3524997	A04	304	0	13	3504	278	466	83220	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	83955	735
3524998	A04	304	1	13	4386	278	229	84015	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	84870	855
3524999	A04	304	0	13	3504	307	237	18030	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	18765	735
3525000	A04	304	1	13	4386	307	5	18840	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	19695	855
3525001	A04	304	0	13	3504	307	243	19725	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	20460	735
3525002	A04	304	1	13	4386	307	10	20520	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	21375	855
3525003	A04	304	0	13	3504	307	250	21435	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	22170	735
3525004	A04	304	1	13	4386	307	19	22500	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	23355	855
3525005	A04	304	0	13	3504	307	259	23385	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	24120	735
3525006	A04	304	1	13	4386	307	27	24210	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	25065	855
3525007	A04	304	0	13	3504	307	266	25095	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	25830	735
3525008	A04	304	1	13	4386	307	34	25920	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	26775	855
3525009	A04	304	0	13	3504	307	274	26805	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	27540	735
3525010	A04	304	1	13	4386	307	41	27630	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	28485	855
3525011	A04	304	0	13	3504	307	281	28515	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	29250	735
3525012	A04	304	1	13	4386	307	48	29340	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	30195	855
3525013	A04	304	0	13	3504	307	288	30225	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	30960	735
3525014	A04	304	1	13	4386	307	53	31050	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	31905	855
3525015	A04	304	0	13	3504	307	293	31935	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	32670	735
3525016	A04	304	1	13	4386	307	59	32760	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	33615	855
3525017	A04	304	0	13	3504	307	299	33645	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	34380	735
3525018	A04	304	1	13	4386	307	65	34470	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	35325	855
3525019	A04	304	0	13	3504	307	305	35355	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	36090	735
3525020	A04	304	1	13	4386	307	71	36180	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	37065	885
3525021	A04	304	0	13	3504	307	311	37095	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	37850	755
3525022	A04	304	1	13	4386	307	76	37890	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	38775	885
3525023	A04	304	0	13	3504	307	316	38805	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	39560	755
3525024	A04	304	1	13	4386	307	82	39600	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	40485	885
3525025	A04	304	0	13	3504	307	322	40515	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	41270	755
3525026	A04	304	1	13	4386	307	88	41310	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	42195	885
3525027	A04	304	0	13	3504	307	328	42225	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	42980	755
3525028	A04	304	1	13	4386	307	93	43020	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	43905	885
3525029	A04	304	0	13	3504	307	334	43935	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	44690	755
3525030	A04	304	1	13	4386	307	99	44730	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	45615	885
3525031	A04	304	0	13	3504	307	339	45645	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	46400	755
3525032	A04	304	1	13	4386	307	105	46440	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	47325	885
3525033	A04	304	0	13	3504	307	345	47355	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	48110	755
3525034	A04	304	1	13	4386	307	111	48150	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	49005	855
3525035	A04	304	0	13	3504	307	351	49035	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	49770	735
3525036	A04	304	1	13	4386	307	116	49860	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	50715	855
3526784	A18	318	1	25	21205	591	94	48600	1951016	1	40	Git Masivo	2013-05-03 08:23:01	51165	2565
3526785	A18	318	1	25	21205	591	101	51300	1951016	1	40	Git Masivo	2013-05-03 08:23:01	53865	2565
3526786	A18	318	1	25	21205	593	75	41400	1951016	1	40	Git Masivo	2013-05-03 08:23:01	43965	2565
3526787	A18	318	1	25	21205	593	82	44100	1951016	1	40	Git Masivo	2013-05-03 08:23:01	46665	2565
3526788	A18	318	1	25	21205	593	89	46800	1951016	1	40	Git Masivo	2013-05-03 08:23:01	49365	2565
3526789	A18	318	1	25	21205	593	96	49500	1951016	1	40	Git Masivo	2013-05-03 08:23:01	52065	2565
3526790	A18	318	1	25	21205	593	104	52200	1951016	1	40	Git Masivo	2013-05-03 08:23:01	54765	2565
3526791	A18	318	1	25	21205	593	111	54900	1951016	1	40	Git Masivo	2013-05-03 08:23:01	57465	2565
3526792	A18	318	1	25	21205	593	121	57600	1951016	1	40	Git Masivo	2013-05-03 08:23:01	60165	2565
3526793	A18	318	1	25	21205	593	130	60300	1951016	1	40	Git Masivo	2013-05-03 08:23:01	62865	2565
3526794	A18	318	1	25	21205	593	139	63000	1951016	1	40	Git Masivo	2013-05-03 08:23:01	65565	2565
3526795	A18	318	1	25	21205	593	148	65700	1951016	1	40	Git Masivo	2013-05-03 08:23:01	68265	2565
3526796	A18	318	1	25	21205	593	156	68295	1951016	1	40	Git Masivo	2013-05-03 08:23:01	70860	2565
3526797	A18	318	1	24	19353	593	165	70900	1951016	1	40	Git Masivo	2013-05-03 08:23:01	73130	2230
3526798	A18	318	1	24	19353	593	171	73160	1951016	1	40	Git Masivo	2013-05-03 08:23:01	75390	2230
3526799	A18	318	1	24	19353	593	178	75420	1951016	1	40	Git Masivo	2013-05-03 08:23:01	77650	2230
3526800	A18	318	1	25	21205	594	85	45000	1951016	1	40	Git Masivo	2013-05-03 08:23:01	47565	2565
3526801	A18	318	1	25	21205	594	92	47700	1951016	1	40	Git Masivo	2013-05-03 08:23:01	50265	2565
3526802	A18	318	1	25	21205	594	99	50400	1951016	1	40	Git Masivo	2013-05-03 08:23:01	52965	2565
3526803	A18	318	1	25	21205	594	106	53100	1951016	1	40	Git Masivo	2013-05-03 08:23:01	55665	2565
3526804	A18	318	1	25	21205	594	114	55800	1951016	1	40	Git Masivo	2013-05-03 08:23:01	58365	2565
3526805	A18	318	1	25	21205	594	123	58500	1951016	1	40	Git Masivo	2013-05-03 08:23:01	61065	2565
3526806	A18	318	1	25	21205	594	132	61200	1951016	1	40	Git Masivo	2013-05-03 08:23:01	63765	2565
3526807	A18	318	1	25	21205	594	141	63900	1951016	1	40	Git Masivo	2013-05-03 08:23:01	66465	2565
3526808	A18	318	1	25	21205	594	150	66570	1951016	1	40	Git Masivo	2013-05-03 08:23:01	69135	2565
3526809	A18	318	1	24	19353	594	159	69180	1951016	1	40	Git Masivo	2013-05-03 08:23:01	71410	2230
3526810	A18	318	1	24	19353	594	166	71520	1951016	1	40	Git Masivo	2013-05-03 08:23:01	73750	2230
3526811	A18	318	1	24	19353	594	173	73860	1951016	1	40	Git Masivo	2013-05-03 08:23:01	76090	2230
3526812	A18	318	1	24	19353	594	180	76200	1951016	1	40	Git Masivo	2013-05-03 08:23:01	78430	2230
3526813	A18	318	1	25	21205	637	19	21840	1951012	1	40	Git Masivo	2013-05-03 08:23:01	24490	2650
3526814	A18	318	1	25	21205	637	28	24540	1951012	1	40	Git Masivo	2013-05-03 08:23:01	27190	2650
3526815	A18	318	1	25	21205	637	37	27240	1951012	1	40	Git Masivo	2013-05-03 08:23:01	29735	2495
3526816	A18	318	1	25	21205	637	45	30060	1951012	1	40	Git Masivo	2013-05-03 08:23:01	32555	2495
3526817	A18	318	1	25	21205	637	52	32670	1951012	1	40	Git Masivo	2013-05-03 08:23:01	35165	2495
3526818	A18	318	1	25	21205	637	59	35280	1951012	1	40	Git Masivo	2013-05-03 08:23:01	37775	2495
3526819	A18	318	1	25	21205	637	66	37890	1951012	1	40	Git Masivo	2013-05-03 08:23:01	40385	2495
3526820	A18	318	1	25	21205	637	72	40500	1951012	1	40	Git Masivo	2013-05-03 08:23:01	42995	2495
3526821	A18	318	1	25	21205	637	79	43110	1951012	1	40	Git Masivo	2013-05-03 08:23:01	45605	2495
3526822	A18	318	1	25	21205	637	86	45720	1951012	1	40	Git Masivo	2013-05-03 08:23:01	48215	2495
3526823	A18	318	1	25	21205	637	93	48330	1951012	1	40	Git Masivo	2013-05-03 08:23:01	50895	2565
3526824	A18	318	1	25	21205	637	100	50940	1951012	1	40	Git Masivo	2013-05-03 08:23:01	53505	2565
3526825	A18	318	1	25	21205	637	107	53550	1951012	1	40	Git Masivo	2013-05-03 08:23:01	56115	2565
3526826	A18	318	1	25	21205	637	115	56160	1951012	1	40	Git Masivo	2013-05-03 08:23:01	58725	2565
3526827	A18	318	1	25	21205	637	124	58755	1951012	1	40	Git Masivo	2013-05-03 08:23:01	61250	2495
3526828	A18	318	1	25	21205	637	133	61350	1951012	1	40	Git Masivo	2013-05-03 08:23:01	63845	2495
3526829	A18	318	1	25	21205	637	142	64050	1951012	1	40	Git Masivo	2013-05-03 08:23:01	66545	2495
3526830	A18	318	1	25	21205	637	151	66810	1951012	1	40	Git Masivo	2013-05-03 08:23:01	69305	2495
3526831	A18	318	1	24	19353	637	160	69635	1951012	1	40	Git Masivo	2013-05-03 08:23:01	71855	2220
3526832	A18	318	1	25	21205	831	22	22920	1951012	1	40	Git Masivo	2013-05-03 08:23:01	25570	2650
3526833	A18	318	1	25	21205	831	31	25620	1951012	1	40	Git Masivo	2013-05-03 08:23:01	28115	2495
3526834	A18	318	1	25	21205	831	40	28320	1951012	1	40	Git Masivo	2013-05-03 08:23:01	30815	2495
3526835	A18	318	1	25	21205	831	47	30930	1951012	1	40	Git Masivo	2013-05-03 08:23:01	33425	2495
3526836	A18	318	1	25	21205	831	54	33540	1951012	1	40	Git Masivo	2013-05-03 08:23:01	36035	2495
3526837	A18	318	1	25	21205	831	61	36150	1951012	1	40	Git Masivo	2013-05-03 08:23:01	38645	2495
3526838	A18	318	1	25	21205	831	68	38760	1951012	1	40	Git Masivo	2013-05-03 08:23:01	41255	2495
3526839	A18	318	1	25	21205	831	74	41370	1951012	1	40	Git Masivo	2013-05-03 08:23:01	43865	2495
3526840	A18	318	1	25	21205	831	81	43980	1951012	1	40	Git Masivo	2013-05-03 08:23:01	46475	2495
3526841	A18	318	1	25	21205	831	88	46590	1951012	1	40	Git Masivo	2013-05-03 08:23:01	49085	2495
3526842	A18	318	1	25	21205	831	95	49200	1951012	1	40	Git Masivo	2013-05-03 08:23:01	51765	2565
3526843	A18	318	1	25	21205	831	102	51810	1951012	1	40	Git Masivo	2013-05-03 08:23:01	54375	2565
3526844	A18	318	1	25	21205	831	109	54420	1951012	1	40	Git Masivo	2013-05-03 08:23:01	56985	2565
3526845	A18	318	1	25	21205	831	118	57030	1951012	1	40	Git Masivo	2013-05-03 08:23:01	59595	2565
3526846	A18	318	1	25	21205	831	127	59730	1951012	1	40	Git Masivo	2013-05-03 08:23:01	62225	2495
3526847	A18	318	1	25	21205	831	136	62430	1951012	1	40	Git Masivo	2013-05-03 08:23:01	64925	2495
3526848	A18	318	1	25	21205	831	145	65130	1951012	1	40	Git Masivo	2013-05-03 08:23:01	67625	2495
3526849	A18	318	1	25	21205	831	154	67830	1951012	1	40	Git Masivo	2013-05-03 08:23:01	70325	2495
3526850	A18	318	1	25	21205	863	43	29225	1951012	1	40	Git Masivo	2013-05-03 08:23:01	31720	2495
3526851	A18	318	1	25	21205	863	50	31800	1951012	1	40	Git Masivo	2013-05-03 08:23:01	34295	2495
3526852	A18	318	1	25	21205	863	57	34410	1951012	1	40	Git Masivo	2013-05-03 08:23:01	36905	2495
3526853	A18	318	1	25	21205	863	64	37020	1951012	1	40	Git Masivo	2013-05-03 08:23:01	39515	2495
3526854	A18	318	1	25	21205	863	71	39630	1951012	1	40	Git Masivo	2013-05-03 08:23:01	42125	2495
3526855	A18	318	1	25	21205	863	77	42240	1951012	1	40	Git Masivo	2013-05-03 08:23:01	44735	2495
3526856	A18	318	1	25	21205	863	84	44850	1951012	1	40	Git Masivo	2013-05-03 08:23:01	47345	2495
3526857	A18	318	1	25	21205	863	91	47460	1951012	1	40	Git Masivo	2013-05-03 08:23:01	50025	2565
3526858	A18	318	1	25	21205	863	98	50070	1951012	1	40	Git Masivo	2013-05-03 08:23:01	52635	2565
3526859	A18	318	1	25	21205	863	105	52680	1951012	1	40	Git Masivo	2013-05-03 08:23:01	55245	2565
3526860	A18	318	1	25	21205	863	113	55470	1951012	1	40	Git Masivo	2013-05-03 08:23:01	58035	2565
3526861	A18	318	1	25	21205	863	122	58110	1951012	1	40	Git Masivo	2013-05-03 08:23:01	60605	2495
3526862	A18	318	1	25	21205	863	131	60810	1951012	1	40	Git Masivo	2013-05-03 08:23:01	63305	2495
3526863	A18	318	1	25	21205	863	140	63510	1951012	1	40	Git Masivo	2013-05-03 08:23:01	66005	2495
3526864	A18	318	1	25	21205	863	149	66210	1951012	1	40	Git Masivo	2013-05-03 08:23:01	68705	2495
3526865	A18	318	1	24	19353	863	158	69035	1951012	1	40	Git Masivo	2013-05-03 08:23:01	71255	2220
3526866	A18	318	1	24	19353	865	167	71585	1951012	1	40	Git Masivo	2013-05-03 08:23:01	73805	2220
3526867	A18	318	1	24	19353	865	174	74135	1951012	1	40	Git Masivo	2013-05-03 08:23:01	76355	2220
3526868	A18	318	1	24	19353	865	181	76565	1951012	1	40	Git Masivo	2013-05-03 08:23:01	78785	2220
3526869	A18	318	1	24	19353	865	184	78995	1951012	1	40	Git Masivo	2013-05-03 08:23:01	81215	2220
3526870	A18	318	1	24	19353	865	187	81425	1951012	1	40	Git Masivo	2013-05-03 08:23:01	83645	2220
3526871	A18	318	1	24	19353	865	190	83855	1951012	1	40	Git Masivo	2013-05-03 08:23:01	86075	2220
3526872	A18	318	1	24	19353	865	193	86285	1951012	1	40	Git Masivo	2013-05-03 08:23:01	88505	2220
3526873	A18	318	1	25	21205	889	9	18090	1951012	1	40	ETM	2013-05-03 08:23:01	20740	2650
3526874	A18	318	1	25	21205	889	16	20895	1951012	1	40	ETM	2013-05-03 08:23:01	23545	2650
3526875	A18	318	1	25	21205	889	25	23580	1951012	1	40	ETM	2013-05-03 08:23:01	26230	2650
3526876	A18	318	1	25	21205	889	34	26280	1951012	1	40	ETM	2013-05-03 08:23:01	28775	2495
3526877	A18	318	1	25	21205	889	42	28840	1951012	1	40	ETM	2013-05-03 08:23:01	31335	2495
3526878	A18	318	1	25	21205	889	48	31380	1951012	1	40	ETM	2013-05-03 08:23:01	33875	2495
3526879	A18	318	1	25	21205	889	55	33960	1951012	1	40	ETM	2013-05-03 08:23:01	36455	2495
3526880	A18	318	1	25	21205	889	62	36540	1951012	1	40	ETM	2013-05-03 08:23:01	39035	2495
3526881	A18	318	1	25	21205	889	69	39180	1951012	1	40	ETM	2013-05-03 08:23:01	41675	2495
3526882	A18	318	1	25	21205	889	76	41760	1951012	1	40	ETM	2013-05-03 08:23:01	44255	2495
3526883	A18	318	1	25	21205	889	83	44400	1951012	1	40	ETM	2013-05-03 08:23:01	46895	2495
3526884	A18	318	1	25	21205	933	90	47040	1951012	1	40	ETM	2013-05-03 08:23:01	49535	2495
3526885	A18	318	1	25	21205	933	97	49575	1951012	1	40	ETM	2013-05-03 08:23:01	52140	2565
3526886	A18	318	1	25	21205	933	103	52170	1951012	1	40	ETM	2013-05-03 08:23:01	54735	2565
3526887	A18	318	1	25	21205	933	110	54765	1951012	1	40	ETM	2013-05-03 08:23:01	57330	2565
3526888	A18	318	1	25	21205	933	119	57360	1951012	1	40	ETM	2013-05-03 08:23:01	59925	2565
3526889	A18	318	1	25	21205	933	128	60000	1951012	1	40	ETM	2013-05-03 08:23:01	62495	2495
3526890	A18	318	1	25	21205	933	137	62700	1951012	1	40	ETM	2013-05-03 08:23:01	65195	2495
3526891	A18	318	1	25	21205	933	146	65400	1951012	1	40	ETM	2013-05-03 08:23:01	67895	2495
3526892	A18	318	1	25	21205	933	155	68040	1951012	1	40	ETM	2013-05-03 08:23:01	70535	2495
3526893	A18	318	1	24	19353	933	163	70590	1951012	1	40	ETM	2013-05-03 08:23:01	72810	2220
3526894	A18	318	1	24	19353	933	170	72960	1951012	1	40	ETM	2013-05-03 08:23:01	75180	2220
3526895	A18	318	1	24	19353	933	177	75390	1951012	1	40	ETM	2013-05-03 08:23:01	77610	2220
3526896	A21	321	0	9	3027	115	163	15815	1951012	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	16740	925
3526897	A21	321	2	2	78	115	9968	16740	1951012	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528757	A23	323	1	12	4620	310	75	39031	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	39991	960
3528758	A23	323	2	2	41	310	9980	39991	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528759	A23	323	1	12	4620	310	79	40231	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	41191	960
3528760	A23	323	2	2	41	310	9979	41191	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528761	A23	323	1	12	4620	310	83	41431	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	42391	960
3528762	A23	323	2	2	41	310	9978	42391	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528763	A23	323	1	12	4620	310	87	42631	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	43591	960
3528764	A23	323	2	2	41	310	9977	43591	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528765	A23	323	1	12	4620	310	91	43831	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	44791	960
3528766	A23	323	2	2	41	310	9976	44791	1951016	3	40	Blanco y Negro Masivo	2013-05-03 08:23:01	(null)	(null)
3528767	A23	323	1	12	4620	310	95	45031	1951016	1	40	Blanco y Negro Masivo	2013-05-03 08:23:01	45991	960
